model_id,category,subset,subset_name,family,image,miou,dice,pixel_acc
sam_vit_base,foundation_sam,6280-cast-iron-high,6280 Gray Cast Iron,Cast Iron,6280 x 20 (7).jpg,0.4287109375,0.4616193480546793,0.857421875
sam_vit_base,foundation_sam,6280-cast-iron-high,6280 Gray Cast Iron,Cast Iron,6280 x 20 (8).jpg,0.4105495876736111,0.45088108679784905,0.8210991753472222
sam_vit_base,foundation_sam,6280-cast-iron-high,6280 Gray Cast Iron,Cast Iron,6280 x 20 (9).jpg,0.4184163411458333,0.4555845997075894,0.8368326822916666
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (1).jpg,0.16606653582475364,0.22631023922227134,0.4881998697916667
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (10).jpg,0.18307540608611308,0.24028787245914632,0.5406901041666666
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (11).jpg,0.18080013781380821,0.23725742290618299,0.5357530381944444
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (2).jpg,0.1652125549067374,0.22470146026660667,0.4875759548611111
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (3).jpg,0.16973964941949113,0.22911893315347875,0.5001627604166666
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (4).jpg,0.16754749258204257,0.22698595477173875,0.4942220052083333
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (5).jpg,0.16793730978646307,0.22659360475948834,0.49658203125
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (6).jpg,0.1665094641003227,0.22575044505782835,0.4916449652777778
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (7).jpg,0.16941218536950017,0.22908794867680615,0.4982096354166667
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (8).jpg,0.1652701358911794,0.22500280261924768,0.4871419270833333
sam_vit_base,foundation_sam,6280-cast-iron-low,6280 Gray Cast Iron,Cast Iron,6280 x 10 (9).jpg,0.16741877400143293,0.22552042813908849,0.4956597222222222
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (1).jpg,0.2550048828125,0.3377526273241714,0.510009765625
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (10).jpg,0.2529432508680556,0.33593932952641725,0.5058865017361112
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (11).jpg,0.2616373697916667,0.34351960679559784,0.5232747395833334
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (12).jpg,0.2597791883680556,0.34191406180266704,0.5195583767361112
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (13).jpg,0.2543538411458333,0.3371810777280328,0.5087076822916666
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (14).jpg,0.2753363715277778,0.3551186061157372,0.5506727430555556
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (15).jpg,0.259521484375,0.34169077467052394,0.51904296875
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (16).jpg,0.2594807942708333,0.3416555049557996,0.5189615885416666
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (17).jpg,0.2759467230902778,0.355625863063504,0.5518934461805556
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (18).jpg,0.2558322482638889,0.33847755087391884,0.5116644965277778
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (19).jpg,0.2663845486111111,0.3475860116097975,0.5327690972222222
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (2).jpg,0.2644178602430556,0.34590748593835946,0.5288357204861112
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (20).jpg,0.2835693359375,0.3618943760710391,0.567138671875
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (3).jpg,0.2653944227430556,0.3467420389502224,0.5307888454861112
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (4).jpg,0.2715115017361111,0.35192152174677405,0.5430230034722222
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (5).jpg,0.2978922526041667,0.37334897241062776,0.5957845052083334
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (6).jpg,0.2871365017361111,0.36478615983733675,0.5742730034722222
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (7).jpg,0.2798529730902778,0.35885350540028177,0.5597059461805556
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (8).jpg,0.2584771050347222,0.3407843207381842,0.5169542100694444
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 10 (9).jpg,0.2753228081597222,0.3551073246680545,0.5506456163194444
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (1).jpg,0.3476426866319444,0.4101288103048244,0.6952853732638888
slimsam_50,foundation_sam,4130-steel,4130 Steel,Steel,4130 x 20 (10).jpg,0.2580837673611111,0.34044228154297573,0.5161675347222222
