model_id,category,miou,dice,pixel_acc,runtime_min
texturesam_03,foundation_texture,0.4182606820809682,0.505122623399321,0.7269417716976311,7.181401940186818
sam_vit_base,foundation_sam,0.34435591675958804,0.39493134830020865,0.7121006576491603,7.4668683608373
slimsam_50,foundation_sam,0.34435591675958804,0.39493134830020865,0.7121006576491603,7.085959235827128
slimsam_77,foundation_sam,0.34435591675958804,0.39493134830020865,0.7121006576491603,7.252794961134593
hed_watershed,deep_edge,0.34065117767819436,0.4015201508678761,0.6925279642202656,0.4198925296465556
pidi_watershed,deep_edge,0.3397997197189126,0.3912840531806438,0.7045314911265432,0.4313173294067383
